SLN,Course Name,Course Ticker,Section,Required Section Amount,Limit,Class Day,Class Time
13337,ARTIFICIAL INTEL I,CSE573,Q,0,12,empty,empty
13338,ARTIFICIAL INTEL I,CSE573,R,0,12,empty,empty
13339,ARTIFICIAL INTEL I,CSE573,S,0,12,empty,empty
13340,ARTIFICIAL INTEL I,CSE573,T,0,15,empty,empty
13341,ARTIFICIAL INTEL I,CSE573,U,0,12,empty,empty
13342,ARTIFICIAL INTEL I,CSE573,V,0,15,empty,empty
13343,ARTIFICIAL INTEL I,CSE573,W,0,15,empty,empty
13344,ARTIFICIAL INTEL I,CSE573,X,0,18,empty,empty
13345,ARTIFICIAL INTEL I,CSE573,Y,0,30,empty,empty
13346,CONVEX OPTIMIZATION ,CSE578,A,0,25,empty,empty
13347,CONVEX OPTIMIZATION ,CSE578,A1,0,10,W,600-930P
13351,CONVEX OPTIMIZATION ,CSE578,D1,0,30,empty,empty
13353,CONVEX OPTIMIZATION ,CSE578,F,0,10,empty,empty
13354,CONVEX OPTIMIZATION ,CSE578,G,0,30,empty,empty
13355,CONVEX OPTIMIZATION ,CSE578,H,0,25,empty,empty
13357,CONVEX OPTIMIZATION ,CSE578,J,0,35,MW,130-250
13361,CONVEX OPTIMIZATION ,CSE578,N,0,25,empty,empty
13364,CONVEX OPTIMIZATION ,CSE578,Q,0,30,MW,1130-1250
13366,CONVEX OPTIMIZATION ,CSE578,S,0,30,MW,1000-1120
13367,CONVEX OPTIMIZATION ,CSE578,U,0,100,MTWThF,430-620P
13368,CONVEX OPTIMIZATION ,CSE578,X,0,25,empty,empty
13369,RESEARCH SEMINAR,CSE590,A,0,80,empty,empty
13370,GROUP PROJECTS,CSE591,A,0,90,empty,empty
13371,SPECIAL TOPICS,CSE599,A,0,50,empty,empty
13372,INDEPNDNT STDY/RSCH ,CSE600,A,0,60,empty,empty
